customer_id,first_name,last_name,email,gender,age,city,state,signup_date,loyalty_tier,preferred_channel
CUST00059,Christine,Allen,kcaldwell@example.org,Other,73,Lake Debra,ND,2026-02-21,Silver,Website
CUST00060,Jonathan,Wood,stricklandfrank@example.com,Other,33,Ericmouth,CT,2025-01-12,Platinum,Mobile App
CUST00061,Anthony,Collins,tsanders@example.org,Male,60,New Roberttown,CO,2023-12-23,Silver,Mobile App
CUST00062,Hannah,Burton,terrykevin@example.net,Male,31,Meaganhaven,PA,2023-11-18,Bronze,Mobile App
CUST00063,David,Riggs,reedross@example.com,Male,26,Carlshire,FM,2025-06-08,Bronze,Mobile App
CUST00064,Deborah,Smith,gshort@example.com,Female,18,East Lydiamouth,MO,2023-11-10,Silver,Mobile App
CUST00065,Cynthia,Poole,ryangross@example.net,Female,52,Natashaport,IA,2026-07-03,Platinum,Website
CUST00066,Lindsey,Medina,umarshall@example.net,Male,74,New Cynthiaside,VA,2024-06-15,Bronze,Website
CUST00067,Melissa,Rivas,ramirezshannon@example.com,Female,46,Michaelview,UT,2024-06-13,Bronze,In-Store
CUST00068,Elizabeth,Rogers,lrosales@example.com,Other,51,East Lydiamouth,MO,2025-05-06,Silver,Website
CUST00069,Lauren,Peterson,angela83@example.org,Other,24,New Mariotown,DE,2024-04-13,Bronze,In-Store
CUST00070,Richard,Peters,hannahbrewer@example.com,Female,65,South Colinstad,PA,2024-05-15,Bronze,Mobile App
CUST00071,Andre,Phillips,tholt@example.net,Female,63,East Steven,KY,2024-12-25,Bronze,Website
CUST00072,Thomas,Schmidt,jbarajas@example.com,Male,75,New Cynthiaside,VA,2025-05-18,Silver,In-Store
CUST00073,Shawn,Parker,davidlee@example.org,Male,71,East William,AK,2024-09-12,Bronze,Website
CUST00074,Stephanie,Vaughn,javierwashington@example.net,Female,58,North Judithbury,IN,2025-11-09,Bronze,In-Store
CUST00075,Kathleen,Carlson,wallkenneth@example.com,Other,63,South Christianport,MP,2025-05-27,Silver,Mobile App
CUST00076,Alexis,Ferguson,brandon08@example.com,Other,75,North Judithbury,IN,2024-03-09,Bronze,Website
CUST00077,David,Oneill,agarcia@example.net,Other,53,New Roberttown,CO,2025-09-21,Gold,Website
CUST00078,Timothy,Peterson,kingmichelle@example.org,Male,75,South Colinstad,PA,2024-06-30,Bronze,In-Store
CUST00079,Richard,Jones,hernandezlisa@example.com,Female,61,New Roberttown,CO,2026-02-03,Gold,Website
CUST00080,John,Grant,yobrien@example.net,Other,74,Port Lindachester,MA,2023-11-28,Bronze,In-Store
CUST00081,Alexandra,Hayes,levans@example.com,Female,73,East Donna,OH,2024-04-28,Silver,Website
CUST00082,Christine,Lynch,mezajared@example.org,Female,29,Barbaraland,AZ,2024-07-23,Gold,Mobile App
CUST00083,Christopher,Allen,moorericky@example.net,Male,69,Jasonfort,MO,2024-06-09,Gold,Mobile App
CUST00084,Kelly,Hall,jacqueline71@example.net,Other,24,Michaelview,UT,2025-06-01,Bronze,Website
CUST00085,Joseph,Moody,ronaldstephens@example.net,Female,30,New Roberttown,CO,2024-05-06,Gold,In-Store
CUST00086,Joseph,Thomas,martinkyle@example.net,Female,32,Lake Nicoleview,WI,2024-02-05,Bronze,Website
CUST00087,Samantha,Gonzales,sbarker@example.com,Male,73,Port Keith,CO,2026-02-05,Bronze,Website
CUST00088,Vincent,Snyder,georgepamela@example.net,Other,43,East Steven,KY,2026-06-13,Bronze,Mobile App
CUST00089,John,Davis,keyemily@example.com,Female,25,East Nathaniel,GA,2024-08-11,Bronze,In-Store
CUST00090,Kathryn,Thompson,lmoon@example.net,Male,20,New Cynthiaside,VA,2025-05-13,Bronze,Website
CUST00091,Lisa,Costa,vbailey@example.com,Male,45,South Patrickmouth,NC,2024-12-12,Bronze,Mobile App
CUST00092,Mia,Rivera,zroberts@example.net,Other,30,New Rita,VI,2025-08-22,Bronze,Website
CUST00093,Christopher,King,cordovarichard@example.net,Other,61,South Patrickmouth,NC,2023-10-06,Bronze,Mobile App
CUST00094,Aaron,Booth,mgutierrez@example.net,Female,60,Port Keith,CO,2026-02-06,Bronze,In-Store
CUST00095,Katherine,Garrett,harrisandrea@example.com,Female,64,East Donna,OH,2024-09-22,Bronze,In-Store
CUST00096,Helen,Martinez,jennifercollins@example.org,Male,38,New Rita,VI,2024-12-14,Bronze,Mobile App
CUST00097,Christopher,Gay,murraydavid@example.org,Female,44,Lake Mark,WI,2025-04-17,Silver,Mobile App
CUST00098,Jennifer,Hicks,robert77@example.org,Female,57,Coxberg,NY,2025-02-17,Silver,Mobile App
CUST00099,Duane,Lee,michellehill@example.com,Female,37,Daviston,VI,2025-01-03,Silver,Website
CUST00100,Kristin,Adams,campbellkenneth@example.net,Other,59,South Patrickmouth,NC,2024-08-30,Gold,Website
CUST00101,Donna,Grimes,wryan@example.com,Female,50,Tashatown,TX,2025-05-17,Bronze,Mobile App
CUST00102,Amy,Gibson,molly39@example.com,Male,50,South Christianport,MP,2025-04-16,Silver,Mobile App
CUST00103,Kimberly,Williams,zthornton@example.com,Female,61,East Donna,OH,2024-05-06,Bronze,Website
CUST00104,Elizabeth,Hoover,tylerjohnson@example.net,Female,33,Port Keith,CO,2024-10-19,Bronze,In-Store
CUST00105,Martin,Garcia,dgarcia@example.org,Female,47,East Donna,OH,2026-07-08,Gold,Mobile App
CUST00106,Robert,Pena,charlesharrington@example.com,Other,42,Natashaport,IA,2025-10-18,Bronze,Mobile App
CUST00107,Heather,Santos,melissa86@example.com,Other,18,Michaelview,UT,2024-08-28,Bronze,In-Store
CUST00108,Paige,Freeman,williamsonjimmy@example.net,Female,29,Port Lindachester,MA,2025-07-06,Gold,In-Store
CUST00109,Wendy,Francis,wgood@example.net,Other,33,Meaganhaven,PA,2026-05-21,Silver,In-Store
CUST00110,Craig,Jackson,rebecca05@example.org,Male,60,Ericmouth,CT,2025-09-28,Silver,Mobile App
CUST00111,Nicholas,Thomas,yknight@example.org,Male,57,New Mariotown,DE,2024-07-10,Silver,In-Store
CUST00112,Christian,Pitts,tyleraguilar@example.org,Other,46,New Rita,VI,2024-02-28,Bronze,In-Store
CUST00113,Jonathan,Scott,nolansteven@example.com,Female,71,Danielchester,GA,2025-01-08,Silver,Mobile App
CUST00114,Eric,Alexander,vanessa46@example.net,Female,35,Meaganhaven,PA,2025-08-30,Silver,Mobile App
CUST00115,Megan,Gonzalez,gcastaneda@example.org,Male,38,Lake Mark,WI,2024-05-24,Bronze,In-Store
CUST00116,Michael,Phillips,andrew64@example.org,Female,42,Robinsonshire,KY,2024-10-14,Bronze,Mobile App
CUST00117,Gina,Garner,lozanojulie@example.com,Male,39,Port Craig,KY,2025-05-01,Bronze,Mobile App
CUST00118,Jerry,Pham,danaoliver@example.net,Male,42,East Courtneychester,PA,2025-12-15,Bronze,In-Store
CUST00119,Katrina,Becker,courtneyberger@example.net,Female,72,East Natalieland,CO,2025-11-23,Platinum,In-Store
CUST00120,Kristina,Johnson,jessica14@example.com,Female,40,Natashaport,IA,2023-10-09,Bronze,Website
CUST00121,Gregory,Anderson,alyssa42@example.com,Male,52,Coxberg,NY,2025-11-14,Gold,Mobile App
CUST00122,Sherry,Coffey,julie51@example.com,Female,49,East Nathaniel,GA,2026-05-13,Gold,Website
CUST00123,Donald,Levy,zcoffey@example.net,Male,39,South Patrickmouth,NC,2026-07-05,Silver,Mobile App
CUST00124,Krystal,Smith,gibsonemily@example.net,Male,26,Daviston,VI,2024-09-27,Silver,In-Store
CUST00125,Parker,Little,daniel37@example.org,Male,55,East Nathaniel,GA,2024-06-06,Bronze,Mobile App
CUST00126,Sherry,Murphy,deborahreid@example.com,Male,26,Lake Curtis,WA,2025-06-28,Bronze,In-Store
CUST00127,Kevin,Ortiz,brandonjohnson@example.com,Male,38,Barbaraland,AZ,2026-05-08,Bronze,Website
CUST00128,Jimmy,Medina,qchavez@example.net,Male,35,Carlshire,FM,2023-12-31,Bronze,In-Store
CUST00129,Amber,Matthews,nicolepena@example.com,Female,48,East Courtneychester,PA,2025-09-20,Bronze,Website
CUST00130,Sheila,Ramirez,jeff73@example.com,Male,32,East Nathaniel,GA,2025-06-24,Bronze,Mobile App
CUST00131,Gina,Stephens,bruce43@example.org,Female,30,New Roberttown,CO,2023-12-13,Gold,In-Store
CUST00132,Madison,Davis,darleneharper@example.org,Female,48,East Donna,OH,2026-06-20,Bronze,Mobile App
CUST00133,Matthew,Zhang,caseyhubbard@example.org,Male,62,Natashaport,IA,2023-10-21,Platinum,Website
CUST00134,Lisa,Hall,kristinacarlson@example.com,Other,65,Juliechester,MH,2025-05-24,Bronze,Mobile App
CUST00135,Duane,Anderson,lauren10@example.org,Female,55,South Christianport,MP,2026-03-14,Platinum,Website
CUST00136,Kristy,Young,alfred40@example.org,Male,43,East Lydiamouth,MO,2023-09-13,Silver,In-Store
CUST00137,Alicia,Reese,xwest@example.net,Other,71,Port Keith,CO,2025-11-08,Bronze,Mobile App
CUST00138,Shannon,Walker,acostaregina@example.net,Male,72,Port Lindachester,MA,2025-05-31,Silver,Mobile App
CUST00139,Stephen,Maynard,lutzmelanie@example.com,Other,68,Ericmouth,CT,2025-03-14,Gold,Website
CUST00140,Tracy,Browning,lammarc@example.org,Male,22,East Nathaniel,GA,2025-09-09,Bronze,Mobile App
CUST00141,Joshua,Schultz,oscar98@example.com,Male,70,Jasonfort,MO,2023-11-07,Bronze,Mobile App
CUST00142,Catherine,Garcia,farrelldebra@example.net,Other,75,South Patrickmouth,NC,2024-12-31,Platinum,In-Store
CUST00143,Jason,Hayes,robertwilcox@example.com,Other,51,Lindsaymouth,ND,2025-10-16,Bronze,In-Store
CUST00144,Cody,Simmons,nicholas27@example.org,Other,67,East Steven,KY,2024-11-20,Silver,Mobile App
CUST00145,Christopher,Reynolds,lisa80@example.net,Other,35,South Patrickmouth,NC,2023-12-04,Gold,Website
CUST00146,Anna,Santiago,qgomez@example.com,Female,35,Michaelview,UT,2026-06-29,Gold,In-Store
CUST00147,Jennifer,Schmitt,michael98@example.org,Other,57,Michaelview,UT,2026-03-25,Gold,Mobile App
CUST00148,Timothy,Boone,megan51@example.com,Male,29,Jasonfort,MO,2024-02-11,Bronze,Mobile App
CUST00149,Lindsay,Bruce,lynchdiane@example.net,Male,35,Thomasberg,IA,2025-05-10,Gold,In-Store
CUST00150,Henry,Park,sandra50@example.org,Other,30,East Steven,KY,2024-06-12,Silver,Website
CUST00151,Ashley,Morales,joycebonilla@example.org,Female,62,East Courtneychester,PA,2026-03-27,Silver,Mobile App
CUST00152,Jason,Barnes,eric45@example.net,Female,23,Smithview,NY,2025-11-13,Bronze,Website
CUST00153,Nicole,Moore,craigjoseph@example.net,Male,60,Daviston,VI,2025-06-03,Silver,Mobile App
CUST00154,Catherine,Perry,kariwilson@example.com,Male,45,Danielchester,GA,2024-11-29,Silver,In-Store
CUST00155,Erika,Watkins,brandon69@example.org,Other,47,New Mariotown,DE,2023-12-26,Bronze,Website
CUST00156,Kevin,Clark,kathrynroberts@example.org,Other,30,New Cynthiaside,VA,2023-09-05,Bronze,Website
CUST00157,Julie,Thompson,opatel@example.net,Other,29,East Nathaniel,GA,2023-09-05,Platinum,Website
CUST00158,Elizabeth,Gomez,chensley@example.com,Other,66,Danielchester,GA,2025-04-24,Bronze,Mobile App
CUST00159,Samantha,Atkins,tberry@example.net,Female,36,Lake Mark,WI,2023-09-17,Platinum,Website
CUST00160,Darius,Smith,george97@example.net,Other,52,Barbaraland,AZ,2024-11-22,Bronze,Website
CUST00161,Christopher,Richard,ryanmorales@example.org,Other,36,New Roberttown,CO,2026-05-20,Platinum,Mobile App
CUST00162,Kyle,Morgan,kimberly18@example.net,Male,24,South Colinstad,PA,2024-10-29,Silver,In-Store
CUST00163,William,Bullock,michael23@example.org,Male,46,Natashaport,IA,2023-12-29,Bronze,Website
CUST00164,James,Morrison,thompsonkendra@example.com,Male,25,East William,AK,2024-02-02,Bronze,In-Store
CUST00165,Anne,Riley,michelle52@example.com,Other,58,Daviston,VI,2025-01-11,Silver,Mobile App
CUST00166,Scott,Turner,brittany58@example.org,Other,37,Lindsaymouth,ND,2023-11-09,Bronze,Website
CUST00167,Shannon,Brown,chase19@example.net,Male,56,Michaelview,UT,2024-07-29,Bronze,Mobile App
CUST00168,Steven,Spencer,colelisa@example.net,Other,42,East Donna,OH,2025-02-27,Bronze,Mobile App
CUST00169,Cassidy,Mason,hayeslisa@example.com,Other,45,Tashatown,TX,2024-03-18,Bronze,Website
CUST00170,Christopher,Lucas,wrightsamuel@example.com,Other,24,East Donna,OH,2026-07-26,Bronze,In-Store
CUST00171,Chelsea,Cox,paul59@example.org,Male,60,Port Craig,KY,2025-03-17,Silver,Website
CUST00172,Deborah,Jones,grantpaul@example.com,Female,28,Michaelview,UT,2025-12-29,Bronze,Website
CUST00173,Diane,Escobar,mathewaguilar@example.org,Male,36,Tashatown,TX,2025-10-19,Silver,Website
CUST00174,Kyle,Douglas,tanderson@example.org,Other,73,Lake Mark,WI,2026-05-16,Silver,Mobile App
CUST00175,Nicholas,Conner,elizabethcalderon@example.net,Other,55,Reidstad,GA,2024-07-28,Gold,Mobile App
CUST00176,Rita,Davis,bromero@example.com,Other,32,Port Keith,CO,2026-08-11,Bronze,Mobile App
CUST00177,Stephanie,Peterson,ilee@example.org,Female,21,East Steven,KY,2024-07-27,Gold,Website
CUST00178,Megan,Garcia,stanleynancy@example.net,Other,36,East Lydiamouth,MO,2023-11-19,Silver,Mobile App
CUST00179,Nicholas,Martin,jenniferwilliams@example.com,Other,43,Lake Nicoleview,WI,2024-01-16,Silver,In-Store
CUST00180,John,Wallace,karen73@example.net,Male,23,New Rita,VI,2025-08-29,Silver,Mobile App
CUST00181,Tammy,Mueller,michealvalentine@example.com,Other,34,South Patrickmouth,NC,2024-05-13,Silver,Website
CUST00182,Juan,Reyes,mburch@example.net,Other,55,Reidstad,GA,2025-01-08,Platinum,In-Store
CUST00183,John,Davidson,angela18@example.org,Female,48,East Steven,KY,2024-01-24,Silver,Mobile App
CUST00184,Kathryn,Nelson,mariahdavis@example.org,Female,55,Tashatown,TX,2024-07-01,Gold,Mobile App
CUST00185,Nicole,Arias,gbrown@example.com,Male,40,Smithview,NY,2026-01-28,Platinum,Mobile App
CUST00186,Virginia,Brooks,florescory@example.net,Female,39,Carlshire,FM,2024-05-09,Silver,Mobile App
CUST00187,Lacey,Taylor,samantha72@example.net,Male,70,Smithview,NY,2025-07-31,Bronze,In-Store
CUST00188,Christina,Bullock,scottmary@example.net,Male,34,New Roberttown,CO,2025-01-17,Silver,Website
CUST00189,Chelsea,Henderson,john10@example.org,Female,60,Daviston,VI,2026-06-11,Gold,In-Store
CUST00190,Laura,Bryant,copelandvincent@example.net,Female,51,Lake Nicoleview,WI,2024-11-24,Bronze,Website
CUST00191,Zachary,Allen,kellysmith@example.com,Female,31,Smithview,NY,2023-09-14,Silver,Website
CUST00192,Robert,Beck,millsmichael@example.net,Male,74,South Colinstad,PA,2024-05-14,Gold,Mobile App
CUST00193,Kristin,Romero,myerstheodore@example.net,Other,56,Ericmouth,CT,2025-04-08,Bronze,In-Store
CUST00194,Nathaniel,Burgess,kristina53@example.net,Female,53,South Christianport,MP,2024-10-19,Bronze,Mobile App
CUST00195,Dale,Perkins,dennis58@example.com,Female,47,Reidstad,GA,2025-08-08,Platinum,In-Store
CUST00196,Gregory,Maxwell,epollard@example.net,Other,36,Lindsaymouth,ND,2026-01-25,Silver,Mobile App
CUST00197,Dennis,Baldwin,mjohnson@example.org,Male,48,East Steven,KY,2024-03-12,Bronze,Website
CUST00198,Nina,Stewart,zachary87@example.com,Female,56,New Mariotown,DE,2025-12-31,Bronze,Mobile App
CUST00199,Deborah,Mitchell,glennmartin@example.org,Male,67,South Colinstad,PA,2023-10-06,Gold,In-Store
CUST00200,Samuel,Ross,ykline@example.com,Other,35,East Courtneychester,PA,2026-01-09,Bronze,In-Store
CUST00201,Tyler,Jimenez,laurie61@example.com,Other,55,Lake Mark,WI,2026-07-17,Silver,In-Store
CUST00202,Lynn,Gardner,curtis54@example.com,Male,52,Smithview,NY,2025-06-10,Gold,Mobile App
CUST00203,Jennifer,Jackson,cbell@example.net,Other,42,Jasonfort,MO,2024-12-22,Silver,Mobile App
CUST00204,Michael,Bolton,danielle01@example.net,Other,33,Carlshire,FM,2026-03-27,Gold,Mobile App
CUST00205,Michael,Owen,stephaniethomas@example.net,Male,20,Reidstad,GA,2025-07-18,Gold,Website
CUST00206,Samuel,Martinez,kimberlydiaz@example.com,Male,42,Danielchester,GA,2025-08-31,Silver,In-Store
CUST00207,Antonio,Hernandez,xrush@example.com,Female,26,Lindsaymouth,ND,2026-06-21,Silver,Mobile App
CUST00208,Audrey,Moreno,redwards@example.org,Female,73,East Natalieland,CO,2025-12-01,Bronze,In-Store
CUST00209,Anthony,Lopez,hmcintyre@example.com,Male,18,Port Lindachester,MA,2026-07-03,Silver,Mobile App
CUST00210,Jane,Lewis,heather73@example.org,Female,22,East Courtneychester,PA,2025-12-14,Gold,Mobile App
CUST00211,Charles,Thompson,zosborn@example.net,Other,43,New Cynthiaside,VA,2024-01-21,Bronze,Mobile App
CUST00212,Valerie,Contreras,piercekelly@example.com,Other,42,Jasonfort,MO,2026-07-10,Gold,In-Store
CUST00213,Jennifer,Ho,laurahicks@example.org,Female,57,Smithview,NY,2026-03-07,Gold,Website
CUST00214,Laura,Young,jjohnson@example.net,Other,23,Lake Mark,WI,2026-07-29,Platinum,Mobile App
CUST00215,Linda,Arnold,jonesraymond@example.net,Other,73,Port Lindachester,MA,2024-09-30,Gold,Website
CUST00216,Alicia,Hammond,martinezlogan@example.org,Female,20,South Christianport,MP,2025-10-14,Silver,Website
CUST00217,Erin,Cooper,katrinaanderson@example.net,Male,45,East William,AK,2024-12-27,Bronze,Website
CUST00218,Brian,Martinez,kevinmartin@example.net,Other,68,Meaganhaven,PA,2026-05-10,Bronze,Website
CUST00219,Stacey,Stone,meghan43@example.net,Male,57,Barbaraland,AZ,2024-04-28,Bronze,Mobile App
CUST00220,Joshua,Weber,shawgary@example.net,Female,32,Smithview,NY,2026-06-28,Gold,Mobile App
CUST00221,Donna,Le,megan90@example.org,Other,18,New Cynthiaside,VA,2024-02-10,Silver,In-Store
CUST00222,Stacy,Wise,debra96@example.net,Other,52,Lake Nicoleview,WI,2023-11-23,Gold,Website
CUST00223,Tyler,Burton,dawn47@example.org,Other,37,Tashatown,TX,2025-07-20,Platinum,Mobile App
CUST00224,Gail,Evans,barkereric@example.com,Male,72,South Patrickmouth,NC,2026-01-15,Silver,Website
CUST00225,James,Lawson,michelle55@example.com,Female,33,Coxberg,NY,2025-02-02,Gold,Website
CUST00226,Mitchell,Hoffman,john14@example.com,Other,36,Thomasberg,IA,2024-01-16,Silver,Website
CUST00227,Colin,Roberts,alin@example.org,Other,73,Daviston,VI,2024-05-22,Bronze,Mobile App
CUST00228,Rachel,Li,james27@example.net,Other,49,East William,AK,2026-07-05,Gold,In-Store
CUST00229,Natasha,Jimenez,landrywilliam@example.org,Female,56,Lake Mark,WI,2025-01-14,Gold,In-Store
CUST00230,Michael,Williams,pharper@example.net,Other,34,Reidstad,GA,2024-04-17,Silver,Mobile App
CUST00231,Amanda,Boone,qanderson@example.net,Other,59,South Colinstad,PA,2025-01-18,Silver,Website
CUST00232,Richard,Williams,hudsonjames@example.net,Male,64,Tashatown,TX,2024-09-27,Bronze,Website
CUST00233,Paul,Cole,marcia99@example.org,Male,29,Lake Mark,WI,2024-07-05,Bronze,Website
CUST00234,Colin,Brooks,angela52@example.org,Male,51,East Nathaniel,GA,2024-01-14,Gold,Mobile App
CUST00235,Richard,Williams,taylormason@example.com,Male,70,East Steven,KY,2025-06-10,Gold,In-Store
CUST00236,Eduardo,Barry,markaustin@example.org,Male,69,Lake Mark,WI,2025-03-12,Silver,Website
CUST00237,Christina,Kirby,william88@example.com,Female,73,Lake Debra,ND,2024-10-26,Bronze,Mobile App
CUST00238,Kevin,Cabrera,mark16@example.net,Other,41,Daviston,VI,2025-10-03,Platinum,Website
CUST00239,Rachel,Wiggins,carlsonjoseph@example.net,Other,25,Daviston,VI,2024-07-26,Bronze,Mobile App
CUST00240,Kimberly,Lane,silvageorge@example.net,Other,41,New Cynthiaside,VA,2025-12-22,Silver,Website
CUST00241,Kim,James,anthonyvaughan@example.org,Other,74,Reidstad,GA,2025-10-17,Silver,In-Store
CUST00242,Scott,Barnes,avaughn@example.net,Female,59,Carlshire,FM,2024-03-21,Gold,Website
CUST00243,Samantha,Salas,thorntonapril@example.net,Male,59,Lake Nicoleview,WI,2025-12-14,Gold,Mobile App
CUST00244,Eileen,Fox,sue78@example.com,Female,37,South Colinstad,PA,2024-08-14,Bronze,In-Store
CUST00245,Erica,Dillon,chelsea33@example.com,Other,26,Ericmouth,CT,2025-04-10,Bronze,Website
CUST00246,Jeffrey,Dudley,kellie37@example.com,Other,62,Juliechester,MH,2025-04-23,Silver,In-Store
CUST00247,Ann,Michael,keith98@example.com,Other,27,East Courtneychester,PA,2025-01-28,Silver,In-Store
CUST00248,Ralph,Reed,kellyroberts@example.net,Other,44,Port Lindachester,MA,2026-04-24,Gold,In-Store
